name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Matt,1944-09-19,Rachel,1950-08-25,Frank,1956-11-11,Matt was born on the day the Continuation War ended. Rachel was born on the day Bertie the Brain was released. Frank was born on the day the Hungarian Uprising was crushed. The oldest is,1944-09-19,Matt
Ryan,1951-09-18,Michael,1954-05-17,Andrew,1949-05-12,Ryan was born on the day The Day the Earth Stood Still was released. Michael was born on the day the Supreme Court decided Brown v. Board of Education. Andrew was born on the day the Berlin Blockade ended. The oldest is,1949-05-12,Andrew
Alice,1955-05-01,Bob,1957-12-20,Hunter,1957-03-06,Alice was born on the First Taiwan Strait Crisis ended. Bob was born on the day the Boeing 707 first flew. Hunter was born on the day Ghana gained independence from Britain. The oldest is,1955-05-01,Alice
Tyler,1953-03-05,Martin,1952-07-26,Dean,1958-05-31,Tyler was born on the day Death of Stalin occurred. Martin was born on the day Eva Perón died. Dean was born on the day Pizza Hut was founded. The oldest is,1952-07-26,Martin
Martin,1952-07-26,Brandon,1959-11-01,Neil,1959-08-21,Martin was born on the day Eva Perón died. Brandon was born on the day the Vietnam War began. Neil was born on the day Hawaii was admitted to the United States. The oldest is,1952-07-26,Martin
Alice,1955-05-01,Walker,1958-05-31,Jack,1944-06-01,Alice was born on the First Taiwan Strait Crisis ended. Walker was born on the day Pizza Hut was founded. Jack was born on the day Colossus came online. The oldest is,1944-06-01,Jack
Kevin,1950-11-17,Marco,1946-03-30,Dallas,1952-07-23,Kevin was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. Marco was born on the day the Greek Civil War began. Dallas was born on the day the Egyptian Revolution ended British occupation. The oldest is,1946-03-30,Marco
Grant,1942-08-13,Rachel,1958-08-23,Michael,1945-04-12,Grant was born on the release date of Disney's Bambi. Rachel was born on the day the Federal Aviation Administration was formed. Michael was born on the day Harry Truman assumed office. The oldest is,1942-08-13,Grant
Scott,1947-04-15,Jerry,1959-10-07,April,1955-05-01,Scott was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. Jerry was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. April was born on the First Taiwan Strait Crisis ended. The oldest is,1947-04-15,Scott
Grant,1946-06-09,Josh,1951-09-08,Emily,1956-01-01,Grant was born on the day Bhumibol Adulyadej became King of Thailand. Josh was born on the day the Occupation of Japan ended. Emily was born on the day Sudan gained independence from Britain. The oldest is,1946-06-09,Grant
Hope,1944-07-20,Jerry,1959-10-07,Bob,1946-12-19,Hope was born on the day Adolf Hitler survived the assassination attempt. Jerry was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Bob was born on the day the First Indochina War began. The oldest is,1944-07-20,Hope
Laura,1952-06-28,Michael,1954-05-17,Scott,1958-08-23,Laura was born on the day the Miss Universe pageant was established. Michael was born on the day the Supreme Court decided Brown v. Board of Education. Scott was born on the day the Federal Aviation Administration was formed. The oldest is,1952-06-28,Laura
Fred,1947-03-12,Henry,1957-03-06,Max,1944-09-19,Fred was born on the day the Truman Doctrine was established. Henry was born on the day Ghana gained independence from Britain. Max was born on the day the Continuation War ended. The oldest is,1944-09-19,Max
Scott,1958-08-23,Dean,1955-05-14,Frank,1954-10-23,Scott was born on the day the Federal Aviation Administration was formed. Dean was born on the day the Warsaw Pact was signed. Frank was born on the day the Western European Union was established. The oldest is,1954-10-23,Frank
Kyle,1959-10-07,Steve,1950-08-25,John,1949-06-14,Kyle was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. Steve was born on the day Bertie the Brain was released. John was born on the day Albert II became the first mammal in space. The oldest is,1949-06-14,John
Neil,1958-10-02,Maria,1958-10-04,Jerry,1953-05-29,Neil was born on the day Guinea gained independence from France. Maria was born on the day the French Fifth Republic was established. Jerry was born on the day the first ascent of Mount Everest took place. The oldest is,1953-05-29,Jerry
Henry,1956-01-01,Rose,1947-07-26,Walker,1958-05-31,Henry was born on the day Sudan gained independence from Britain. Rose was born on the day the U.S. Central Intelligence Agency was created. Walker was born on the day Pizza Hut was founded. The oldest is,1947-07-26,Rose
Grant,1942-08-13,Hope,1948-02-04,Brandon,1945-06-26,Grant was born on the release date of Disney's Bambi. Hope was born on the day Burma and Ceylon gained independence from Britain. Brandon was born on the day the United Nations was founded. The oldest is,1942-08-13,Grant
Martin,1954-07-29,Max,1953-11-09,Hunter,1955-05-14,Martin was born on the day The Fellowship of the Ring was published. Max was born on the day Cambodia gained independence. Hunter was born on the day the Warsaw Pact was signed. The oldest is,1953-11-09,Max
Laura,1946-12-19,Rose,1948-09-24,Dean,1955-05-14,Laura was born on the day the First Indochina War began. Rose was born on the day Honda was founded. Dean was born on the day the Warsaw Pact was signed. The oldest is,1946-12-19,Laura
Dallas,1955-04-12,Scott,1949-04-04,Andrew,1957-03-25,Dallas was born on the day the Salk polio vaccine received full FDA approval. Scott was born on the day NATO was created. Andrew was born on the day the Treaty of Rome was signed. The oldest is,1949-04-04,Scott
Hope,1948-02-04,Henry,1956-01-01,Max,1953-06-02,Hope was born on the day Burma and Ceylon gained independence from Britain. Henry was born on the day Sudan gained independence from Britain. Max was born on the Coronation Day of Elizabeth II. The oldest is,1948-02-04,Hope
Marco,1940-05-10,Ryan,1945-09-02,Matt,1944-09-19,Marco was born on the day Winston Churchill became Prime Minister. Ryan was born on the day World War II ended in Asia. Matt was born on the day the Continuation War ended. The oldest is,1940-05-10,Marco
Dean,1956-03-07,Max,1953-06-02,Martin,1946-03-30,Dean was born on the day the United States recognised Moroccan independence. Max was born on the Coronation Day of Elizabeth II. Martin was born on the day the Greek Civil War began. The oldest is,1946-03-30,Martin
Laura,1946-12-19,April,1943-05-15,John,1944-09-19,Laura was born on the day the First Indochina War began. April was born on the day the American Broadcasting Company was founded. John was born on the day the Continuation War ended. The oldest is,1943-05-15,April
Alice,1955-05-01,Andrew,1949-05-12,Michael,1945-10-08,Alice was born on the First Taiwan Strait Crisis ended. Andrew was born on the day the Berlin Blockade ended. Michael was born on the day the microwave cooking oven was patented. The oldest is,1945-10-08,Michael
Fred,1955-04-18,Steve,1944-01-27,Josh,1940-09-07,Fred was born on the day Albert Einstein died. Steve was born on the day the Siege of Leningrad ended. Josh was born on the day The Blitz began. The oldest is,1940-09-07,Josh
Steve,1945-04-28,Walker,1957-10-04,George,1944-09-19,Steve was born on the day Benito Mussolini was executed. Walker was born on the day Sputnik 1 was launched. George was born on the day the Continuation War ended. The oldest is,1944-09-19,George
Hunter,1956-05-09,Michael,1953-05-29,Dean,1956-03-07,Hunter was born on the day the first Eurovision was held. Michael was born on the day the first ascent of Mount Everest took place. Dean was born on the day the United States recognised Moroccan independence. The oldest is,1953-05-29,Michael
Neil,1959-08-21,Hope,1943-02-02,Ryan,1959-10-07,Neil was born on the day Hawaii was admitted to the United States. Hope was born on the day the Battle of Stalingrad ended. Ryan was born on the day the USSR probe Luna 3 sent back the first photos of the far side of the Moon. The oldest is,1943-02-02,Hope
William,1952-07-26,Peter,1948-05-14,Rachel,1958-08-23,William was born on the day Eva Perón died. Peter was born on the day the United Nations established Israeli Independence. Rachel was born on the day the Federal Aviation Administration was formed. The oldest is,1948-05-14,Peter
Michael,1953-05-29,Henry,1956-01-01,Hope,1945-09-02,Michael was born on the day the first ascent of Mount Everest took place. Henry was born on the day Sudan gained independence from Britain. Hope was born on the day World War II ended in Asia. The oldest is,1945-09-02,Hope
Tyler,1944-07-20,Dallas,1957-03-17,Scott,1949-04-04,Tyler was born on the day Adolf Hitler survived the assassination attempt. Dallas was born on the day Philippine President Ramon Magsaysay and others were killed in a plane crash. Scott was born on the day NATO was created. The oldest is,1944-07-20,Tyler
Jason,1952-06-28,Neil,1959-08-21,Brandon,1959-01-01,Jason was born on the day the Miss Universe pageant was established. Neil was born on the day Hawaii was admitted to the United States. Brandon was born on the day the Cuban Revolution ended. The oldest is,1952-06-28,Jason
Rose,1959-01-01,Joy,1947-04-15,Scott,1958-08-23,Rose was born on the day the Cuban Revolution ended. Joy was born on the day Jackie Robinson became the first African American baseball player to play in modern Major League Baseball. Scott was born on the day the Federal Aviation Administration was formed. The oldest is,1947-04-15,Joy
Luke,1945-09-02,Hope,1948-02-04,Connor,1947-03-12,Luke was born on the day World War II ended in Asia. Hope was born on the day Burma and Ceylon gained independence from Britain. Connor was born on the day the Truman Doctrine was established. The oldest is,1945-09-02,Luke
Alice,1953-04-25,Kevin,1950-11-17,Bob,1946-12-19,Alice was born on the day the structure of DNA was discovered. Kevin was born on the day Lhamo Dondrub assumed full political powers as the 14th Dalai Lama. Bob was born on the day the First Indochina War began. The oldest is,1946-12-19,Bob
Grant,1942-08-13,Henry,1956-01-01,Scott,1948-02-04,Grant was born on the release date of Disney's Bambi. Henry was born on the day Sudan gained independence from Britain. Scott was born on the day Burma and Ceylon gained independence from Britain. The oldest is,1942-08-13,Grant
Andrew,1957-03-25,Dallas,1949-06-14,Marco,1954-10-23,Andrew was born on the day the Treaty of Rome was signed. Dallas was born on the day Albert II became the first mammal in space. Marco was born on the day the Western European Union was established. The oldest is,1949-06-14,Dallas
Connor,1957-08-31,Brandon,1940-03-13,Grant,1942-08-13,Connor was born on the day the Federation of Malaya gained independence. Brandon was born on the day the Winter War ended. Grant was born on the release date of Disney's Bambi. The oldest is,1940-03-13,Brandon
Robert,1946-07-04,Grant,1946-06-09,Josh,1951-09-08,Robert was born on the day the Philippines declared independence. Grant was born on the day Bhumibol Adulyadej became King of Thailand. Josh was born on the day the Occupation of Japan ended. The oldest is,1946-06-09,Grant
Steve,1945-04-28,Leon,1953-11-09,George,1944-09-19,Steve was born on the day Benito Mussolini was executed. Leon was born on the day Cambodia gained independence. George was born on the day the Continuation War ended. The oldest is,1944-09-19,George
Walker,1944-06-06,Hope,1948-02-04,Tyler,1944-07-20,Walker was born on the day of D-Day landings Hope was born on the day Burma and Ceylon gained independence from Britain. Tyler was born on the day Adolf Hitler survived the assassination attempt. The oldest is,1944-06-06,Walker
